berkas,gambar_sumber,det_id,dugaan_awal,label,conf,bbox,lebar_px,tinggi_px
ayam (2)_det048.jpg,ayam (2).jpg,48,,,0.6122,89.5 0.1 136.7 10.8,47,11
ayam (2)_det049.jpg,ayam (2).jpg,49,,,0.6039,0.0 116.3 8.3 161.8,8,46
ayam (2)_det050.jpg,ayam (2).jpg,50,,,0.6009,0.0 182.8 28.1 220.3,28,38
ayam (2)_det051.jpg,ayam (2).jpg,51,,,0.5921,421.7 147.2 432.0 194.3,10,47
ayam (2)_det052.jpg,ayam (2).jpg,52,,,0.5757,349.2 0.0 400.9 28.3,52,28
ayam (2)_det053.jpg,ayam (2).jpg,53,,,0.5719,417.0 36.8 432.0 68.7,15,32
ayam (2)_det054.jpg,ayam (2).jpg,54,,,0.5522,408.6 11.9 432.0 48.8,23,37
ayam (2)_det055.jpg,ayam (2).jpg,55,,,0.5404,28.0 18.3 95.2 64.7,67,46
ayam (2)_det056.jpg,ayam (2).jpg,56,,,0.5211,421.1 320.8 432.0 376.0,11,55
ayam (2)_det057.jpg,ayam (2).jpg,57,,,0.44,327.6 266.1 376.3 324.8,49,59
ayam (2)_det058.jpg,ayam (2).jpg,58,,,0.3452,418.1 0.1 432.0 22.5,14,22
ayam (2)_det059.jpg,ayam (2).jpg,59,,,0.3395,387.9 402.3 432.0 431.8,44,30
ayam (2)_det060.jpg,ayam (2).jpg,60,,,0.2989,302.1 66.2 341.4 95.5,39,29
ayam (2)_det061.jpg,ayam (2).jpg,61,,,0.2859,0.0 19.9 25.6 85.5,26,66
ayam (2)_det062.jpg,ayam (2).jpg,62,,,0.2858,424.1 320.3 432.0 368.9,8,49
ayam (3)_det000.jpg,ayam (3).jpg,0,,,0.8967,151.3 72.2 217.8 116.1,66,44
ayam (3)_det001.jpg,ayam (3).jpg,1,,,0.8842,117.0 123.0 164.3 169.2,47,46
ayam (3)_det002.jpg,ayam (3).jpg,2,,,0.8839,232.5 124.2 298.1 176.5,66,52
ayam (3)_det003.jpg,ayam (3).jpg,3,,,0.8839,241.7 62.9 305.9 112.8,64,50
ayam (3)_det004.jpg,ayam (3).jpg,4,,,0.8827,147.0 137.9 219.6 185.8,73,48
ayam (3)_det005.jpg,ayam (3).jpg,5,,,0.88,3.6 8.7 44.5 46.1,41,37
ayam (3)_det006.jpg,ayam (3).jpg,6,,,0.8759,353.8 67.6 431.1 112.8,77,45
ayam (3)_det007.jpg,ayam (3).jpg,7,mati,,0.8741,140.9 7.3 197.9 53.6,57,46
ayam (3)_det008.jpg,ayam (3).jpg,8,,,0.8712,382.2 293.7 432.0 360.2,50,66
ayam (3)_det009.jpg,ayam (3).jpg,9,,,0.8684,368.4 14.8 416.9 71.1,48,56
ayam (3)_det010.jpg,ayam (3).jpg,10,,,0.8684,255.9 0.0 302.1 29.8,46,30
ayam (3)_det011.jpg,ayam (3).jpg,11,,,0.8667,165.8 278.8 245.4 333.1,80,54
ayam (3)_det012.jpg,ayam (3).jpg,12,,,0.8663,245.4 230.0 311.6 300.6,66,71
ayam (3)_det013.jpg,ayam (3).jpg,13,,,0.8657,37.5 0.0 81.3 27.1,44,27
ayam (3)_det014.jpg,ayam (3).jpg,14,,,0.8623,304.6 162.9 359.4 245.5,55,83
ayam (3)_det015.jpg,ayam (3).jpg,15,,,0.8609,308.6 35.4 374.5 80.2,66,45
ayam (3)_det016.jpg,ayam (3).jpg,16,,,0.8607,356.3 169.4 420.9 222.6,65,53
ayam (3)_det017.jpg,ayam (3).jpg,17,,,0.8602,0.6 67.9 45.2 117.3,45,49
ayam (3)_det018.jpg,ayam (3).jpg,18,,,0.8592,0.0 169.2 28.1 239.4,28,70
ayam (3)_det019.jpg,ayam (3).jpg,19,,,0.8585,370.4 220.3 432.0 299.9,62,80
ayam (3)_det020.jpg,ayam (3).jpg,20,,,0.8545,157.3 182.9 227.8 233.6,70,51
ayam (3)_det021.jpg,ayam (3).jpg,21,,,0.852,192.9 1.5 244.0 50.5,51,49
ayam (3)_det022.jpg,ayam (3).jpg,22,,,0.8498,289.0 278.8 371.4 333.9,82,55
ayam (3)_det023.jpg,ayam (3).jpg,23,mati,,0.8467,156.9 228.9 217.2 282.4,60,53
ayam (3)_det024.jpg,ayam (3).jpg,24,,,0.8461,53.2 284.1 133.1 347.8,80,64
ayam (3)_det025.jpg,ayam (3).jpg,25,,,0.8454,62.2 184.9 127.5 265.0,65,80
ayam (3)_det026.jpg,ayam (3).jpg,26,,,0.8452,53.2 340.5 121.1 407.5,68,67
ayam (3)_det027.jpg,ayam (3).jpg,27,,,0.8416,223.8 176.3 306.3 232.1,82,56
ayam (3)_det028.jpg,ayam (3).jpg,28,,,0.8407,303.8 332.9 393.6 392.6,90,60
ayam (3)_det029.jpg,ayam (3).jpg,29,,,0.8406,160.0 335.0 231.2 421.8,71,87
ayam (3)_det030.jpg,ayam (3).jpg,30,,,0.8349,102.5 185.0 159.9 240.5,57,56
ayam (3)_det031.jpg,ayam (3).jpg,31,,,0.8336,230.1 325.3 310.4 404.4,80,79
ayam (3)_det032.jpg,ayam (3).jpg,32,,,0.8223,304.6 0.0 348.1 22.0,44,22
ayam (3)_det033.jpg,ayam (3).jpg,33,,,0.8185,96.0 264.4 172.6 331.8,77,67
ayam (3)_det034.jpg,ayam (3).jpg,34,,,0.8141,304.1 133.8 385.9 176.2,82,42
ayam (3)_det035.jpg,ayam (3).jpg,35,,,0.8101,0.0 27.6 18.2 76.6,18,49
ayam (3)_det036.jpg,ayam (3).jpg,36,,,0.8064,10.2 390.8 102.9 432.0,93,41
ayam (3)_det037.jpg,ayam (3).jpg,37,,,0.7836,55.3 22.8 89.4 63.8,34,41
ayam (3)_det038.jpg,ayam (3).jpg,38,,,0.7749,204.6 205.6 262.7 265.8,58,60
ayam (3)_det039.jpg,ayam (3).jpg,39,,,0.7626,416.1 368.1 432.0 424.9,16,57
ayam (3)_det040.jpg,ayam (3).jpg,40,,,0.7533,45.0 237.9 89.5 277.9,44,40
ayam (3)_det041.jpg,ayam (3).jpg,41,,,0.7308,382.7 0.0 432.0 27.2,49,27
ayam (3)_det042.jpg,ayam (3).jpg,42,,,0.7298,415.1 145.4 432.0 220.6,17,75
ayam (3)_det043.jpg,ayam (3).jpg,43,,,0.7293,343.8 0.0 384.6 25.2,41,25
ayam (3)_det044.jpg,ayam (3).jpg,44,,,0.7233,0.1 0.0 45.0 16.9,45,17
ayam (3)_det045.jpg,ayam (3).jpg,45,,,0.7201,103.6 90.2 159.1 127.2,56,37
ayam (3)_det046.jpg,ayam (3).jpg,46,,,0.7185,15.1 178.7 58.0 246.9,43,68
ayam (3)_det047.jpg,ayam (3).jpg,47,,,0.6505,150.3 0.1 195.1 9.3,45,9
ayam (3)_det048.jpg,ayam (3).jpg,48,,,0.6419,0.0 93.2 18.9 125.5,19,32
ayam (3)_det049.jpg,ayam (3).jpg,49,,,0.5759,301.9 389.8 392.6 432.0,91,42
ayam (3)_det050.jpg,ayam (3).jpg,50,,,0.5693,21.0 291.6 59.4 345.7,38,54
ayam (3)_det051.jpg,ayam (3).jpg,51,,,0.5345,0.1 248.3 41.0 298.2,41,50
ayam (3)_det052.jpg,ayam (3).jpg,52,,,0.5281,110.9 54.9 164.3 97.5,53,43
ayam (3)_det053.jpg,ayam (3).jpg,53,,,0.5191,26.5 124.1 83.0 185.7,56,62
ayam (3)_det054.jpg,ayam (3).jpg,54,,,0.5154,204.4 416.3 285.6 431.8,81,16
ayam (3)_det055.jpg,ayam (3).jpg,55,,,0.4824,53.8 172.3 77.5 226.4,24,54
ayam (3)_det056.jpg,ayam (3).jpg,56,,,0.4565,80.9 15.3 114.5 63.8,34,48
ayam (3)_det057.jpg,ayam (3).jpg,57,,,0.3557,2.4 350.2 43.8 403.6,41,53
ayam (3)_det058.jpg,ayam (3).jpg,58,,,0.3267,2.1 0.0 47.1 12.2,45,12
ayam (3)_det059.jpg,ayam (3).jpg,59,,,0.2948,71.2 142.9 103.9 200.5,33,58
ayam (3)_det060.jpg,ayam (3).jpg,60,,,0.254,110.9 15.6 139.1 56.1,28,40
ayam (4)_det000.jpg,ayam (4).jpg,0,,,0.8953,350.5 72.3 417.6 116.0,67,44
ayam (4)_det001.jpg,ayam (4).jpg,1,,,0.8927,366.4 278.7 432.0 333.2,66,54
ayam (4)_det002.jpg,ayam (4).jpg,2,,,0.8884,142.3 18.6 189.5 58.1,47,40
ayam (4)_det003.jpg,ayam (4).jpg,3,,,0.8878,4.6 169.1 60.4 203.7,56,35
ayam (4)_det004.jpg,ayam (4).jpg,4,,,0.8855,203.3 8.6 245.0 46.1,42,38
ayam (4)_det005.jpg,ayam (4).jpg,5,,,0.885,66.5 59.3 111.9 93.4,45,34
ayam (4)_det006.jpg,ayam (4).jpg,6,,,0.8807,347.8 138.0 420.2 185.9,72,48
ayam (4)_det007.jpg,ayam (4).jpg,7,,,0.8806,128.0 216.1 176.3 273.1,48,57
ayam (4)_det008.jpg,ayam (4).jpg,8,,,0.8803,118.5 142.4 175.8 178.6,57,36
ayam (4)_det009.jpg,ayam (4).jpg,9,,,0.8795,316.6 122.9 363.7 169.3,47,46
ayam (4)_det010.jpg,ayam (4).jpg,10,,,0.877,107.6 176.9 146.9 225.7,39,49
ayam (4)_det011.jpg,ayam (4).jpg,11,mati,,0.8756,340.5 7.2 396.8 54.0,56,47
ayam (4)_det012.jpg,ayam (4).jpg,12,,,0.8736,40.0 54.4 71.6 89.0,32,35
ayam (4)_det013.jpg,ayam (4).jpg,13,,,0.8727,123.8 62.7 177.5 104.8,54,42
ayam (4)_det014.jpg,ayam (4).jpg,14,,,0.8717,10.6 259.7 84.6 310.3,74,51
ayam (4)_det015.jpg,ayam (4).jpg,15,,,0.8708,86.5 267.6 155.7 326.8,69,59
ayam (4)_det016.jpg,ayam (4).jpg,16,,,0.8676,237.5 0.0 280.8 27.2,43,27
ayam (4)_det017.jpg,ayam (4).jpg,17,,,0.8642,112.3 346.0 186.6 411.5,74,66
ayam (4)_det018.jpg,ayam (4).jpg,18,,,0.8626,0.0 200.4 33.1 262.5,33,62
ayam (4)_det019.jpg,ayam (4).jpg,19,,,0.8616,200.1 66.8 245.5 117.4,45,51
ayam (4)_det020.jpg,ayam (4).jpg,20,,,0.8611,392.2 0.9 432.0 50.2,40,49
ayam (4)_det021.jpg,ayam (4).jpg,21,,,0.8595,140.8 174.1 179.6 218.9,39,45
ayam (4)_det022.jpg,ayam (4).jpg,22,,,0.8589,96.8 28.2 138.8 73.1,42,45
ayam (4)_det023.jpg,ayam (4).jpg,23,mati,,0.8585,355.9 229.4 417.3 282.2,61,53
ayam (4)_det024.jpg,ayam (4).jpg,24,,,0.8575,31.3 178.2 77.7 245.0,46,67
ayam (4)_det025.jpg,ayam (4).jpg,25,,,0.8573,83.7 213.6 128.9 279.1,45,66
ayam (4)_det026.jpg,ayam (4).jpg,26,,,0.8517,263.6 185.8 327.4 265.1,64,79
ayam (4)_det027.jpg,ayam (4).jpg,27,,,0.8496,356.1 183.0 429.3 233.1,73,50
ayam (4)_det028.jpg,ayam (4).jpg,28,,,0.8477,165.8 169.1 228.8 237.1,63,68
ayam (4)_det029.jpg,ayam (4).jpg,29,,,0.8476,29.2 326.8 89.9 400.3,61,74
ayam (4)_det030.jpg,ayam (4).jpg,30,,,0.8462,253.7 284.2 333.8 347.7,80,64
ayam (4)_det031.jpg,ayam (4).jpg,31,,,0.8457,67.3 178.1 111.7 240.0,44,62
ayam (4)_det032.jpg,ayam (4).jpg,32,,,0.8418,360.0 335.1 431.2 422.3,71,87
ayam (4)_det033.jpg,ayam (4).jpg,33,,,0.8403,253.1 340.5 320.8 407.4,68,67
ayam (4)_det034.jpg,ayam (4).jpg,34,,,0.8353,66.2 407.2 127.7 432.0,62,25
ayam (4)_det035.jpg,ayam (4).jpg,35,,,0.8349,177.5 29.0 218.3 79.1,41,50
ayam (4)_det036.jpg,ayam (4).jpg,36,,,0.8342,302.8 185.2 357.8 240.5,55,55
ayam (4)_det037.jpg,ayam (4).jpg,37,,,0.8314,104.8 5.8 139.6 35.3,35,29
ayam (4)_det038.jpg,ayam (4).jpg,38,,,0.8213,136.0 0.0 177.9 33.6,42,34
ayam (4)_det039.jpg,ayam (4).jpg,39,,,0.8183,298.9 264.3 373.2 332.2,74,68
ayam (4)_det040.jpg,ayam (4).jpg,40,,,0.8093,0.1 268.3 15.4 326.1,15,58
ayam (4)_det041.jpg,ayam (4).jpg,41,,,0.809,209.4 390.8 301.5 432.0,92,41
ayam (4)_det042.jpg,ayam (4).jpg,42,,,0.7979,42.5 139.9 86.6 177.4,44,38
ayam (4)_det043.jpg,ayam (4).jpg,43,,,0.7958,255.3 22.8 287.4 63.7,32,41
ayam (4)_det044.jpg,ayam (4).jpg,44,,,0.7914,0.0 410.9 35.7 432.0,36,21
ayam (4)_det045.jpg,ayam (4).jpg,45,,,0.788,60.8 86.2 109.7 133.4,49,47
ayam (4)_det046.jpg,ayam (4).jpg,46,,,0.7825,130.5 103.0 174.6 145.8,44,43
ayam (4)_det047.jpg,ayam (4).jpg,47,,,0.7768,151.3 71.4 198.8 108.9,48,38
ayam (4)_det048.jpg,ayam (4).jpg,48,,,0.7704,43.0 87.4 77.4 125.0,34,38
ayam (4)_det049.jpg,ayam (4).jpg,49,,,0.7541,0.0 12.0 32.9 67.8,33,56
ayam (4)_det050.jpg,ayam (4).jpg,50,,,0.7483,156.9 248.3 238.4 304.5,82,56
ayam (4)_det051.jpg,ayam (4).jpg,51,,,0.744,82.5 137.8 122.2 183.7,40,46
ayam (4)_det052.jpg,ayam (4).jpg,52,,,0.7218,303.5 90.8 358.8 127.1,55,36
ayam (4)_det053.jpg,ayam (4).jpg,53,,,0.7194,405.3 203.6 432.0 264.2,27,61
ayam (4)_det054.jpg,ayam (4).jpg,54,,,0.7141,243.7 235.9 289.5 277.9,46,42
ayam (4)_det055.jpg,ayam (4).jpg,55,,,0.7117,174.5 92.5 218.3 133.6,44,41
ayam (4)_det056.jpg,ayam (4).jpg,56,,,0.698,0.0 174.9 10.6 222.8,11,48
ayam (4)_det057.jpg,ayam (4).jpg,57,,,0.6978,185.8 344.2 243.9 405.9,58,62
ayam (4)_det058.jpg,ayam (4).jpg,58,,,0.6937,199.4 0.0 245.0 17.6,46,18
ayam (4)_det059.jpg,ayam (4).jpg,59,,,0.6763,0.0 2.8 12.9 43.6,13,41
ayam (4)_det060.jpg,ayam (4).jpg,60,,,0.6639,170.0 302.1 221.6 367.6,52,66
ayam (4)_det061.jpg,ayam (4).jpg,61,,,0.6606,214.9 178.4 257.2 246.9,42,68
ayam (4)_det062.jpg,ayam (4).jpg,62,,,0.6539,17.9 43.6 48.7 75.2,31,32
ayam (4)_det063.jpg,ayam (4).jpg,63,,,0.6402,15.8 0.0 46.6 17.6,31,18
ayam (4)_det064.jpg,ayam (4).jpg,64,,,0.6334,1.6 63.3 41.1 104.7,40,41
ayam (4)_det065.jpg,ayam (4).jpg,65,,,0.6332,349.3 0.1 395.3 9.3,46,9
ayam (4)_det066.jpg,ayam (4).jpg,66,,,0.5933,87.3 0.1 123.8 11.3,36,11
ayam (4)_det067.jpg,ayam (4).jpg,67,,,0.5828,311.8 55.0 364.2 96.5,52,42
ayam (4)_det068.jpg,ayam (4).jpg,68,,,0.56,226.1 124.9 281.2 186.1,55,61
ayam (4)_det069.jpg,ayam (4).jpg,69,,,0.4968,144.0 409.6 199.8 432.0,56,22
ayam (4)_det070.jpg,ayam (4).jpg,70,,,0.4731,220.8 274.5 266.5 345.9,46,71
ayam (4)_det071.jpg,ayam (4).jpg,71,,,0.4252,280.0 14.8 314.5 64.1,34,49
ayam (4)_det072.jpg,ayam (4).jpg,72,,,0.4123,421.7 176.8 432.0 212.7,10,36
ayam (4)_det073.jpg,ayam (4).jpg,73,,,0.3705,271.2 140.5 303.4 206.0,32,66
ayam (4)_det074.jpg,ayam (4).jpg,74,,,0.3365,251.4 171.5 276.9 226.3,25,55
ayam (4)_det075.jpg,ayam (4).jpg,75,,,0.3078,160.1 0.0 201.0 7.5,41,8
ayam (4)_det076.jpg,ayam (4).jpg,76,,,0.2935,202.4 0.0 247.4 11.7,45,12
ayam (5)_det000.jpg,ayam (5).jpg,0,,,0.8864,156.8 114.4 215.8 162.7,59,48
ayam (5)_det001.jpg,ayam (5).jpg,1,,,0.8856,314.5 187.1 364.9 231.4,50,44
ayam (5)_det002.jpg,ayam (5).jpg,2,,,0.8799,358.8 82.6 400.8 126.1,42,44
ayam (5)_det003.jpg,ayam (5).jpg,3,,,0.8787,227.8 0.0 262.6 46.9,35,47
ayam (5)_det004.jpg,ayam (5).jpg,4,,,0.8778,151.1 70.7 216.7 115.2,66,44
ayam (5)_det005.jpg,ayam (5).jpg,5,,,0.876,380.4 379.4 431.3 430.0,51,51
ayam (5)_det006.jpg,ayam (5).jpg,6,,,0.8745,337.1 53.6 371.7 98.9,35,45
ayam (5)_det007.jpg,ayam (5).jpg,7,,,0.8738,374.1 128.7 413.1 175.6,39,47
ayam (5)_det008.jpg,ayam (5).jpg,8,,,0.8734,327.5 110.3 369.4 163.3,42,53
ayam (5)_det009.jpg,ayam (5).jpg,9,,,0.8687,187.8 18.5 253.2 64.6,65,46
ayam (5)_det010.jpg,ayam (5).jpg,10,,,0.8682,19.8 100.1 83.8 170.8,64,71
ayam (5)_det011.jpg,ayam (5).jpg,11,,,0.8674,405.4 224.0 432.0 267.4,27,43
ayam (5)_det012.jpg,ayam (5).jpg,12,,,0.8656,31.7 15.8 104.6 76.2,73,60
ayam (5)_det013.jpg,ayam (5).jpg,13,,,0.8652,315.6 334.6 360.0 403.4,44,69
ayam (5)_det014.jpg,ayam (5).jpg,14,,,0.8648,298.3 46.9 340.9 96.5,43,50
ayam (5)_det015.jpg,ayam (5).jpg,15,mati,,0.8638,378.1 326.8 424.0 383.5,46,57
ayam (5)_det016.jpg,ayam (5).jpg,16,,,0.863,204.2 93.8 254.3 132.3,50,39
ayam (5)_det017.jpg,ayam (5).jpg,17,,,0.8624,193.3 53.9 254.4 98.9,61,45
ayam (5)_det018.jpg,ayam (5).jpg,18,,,0.8618,105.2 73.3 163.3 140.9,58,68
ayam (5)_det019.jpg,ayam (5).jpg,19,,,0.861,121.1 0.0 172.1 72.1,51,72
ayam (5)_det020.jpg,ayam (5).jpg,20,,,0.8574,98.8 352.4 152.1 431.1,53,79
ayam (5)_det021.jpg,ayam (5).jpg,21,,,0.8561,193.6 152.6 262.1 214.8,69,62
ayam (5)_det022.jpg,ayam (5).jpg,22,,,0.8546,199.3 342.9 248.6 413.9,49,71
ayam (5)_det023.jpg,ayam (5).jpg,23,,,0.8542,245.0 336.4 294.2 407.4,49,71
ayam (5)_det024.jpg,ayam (5).jpg,24,,,0.8539,342.9 27.0 378.5 58.3,36,31
ayam (5)_det025.jpg,ayam (5).jpg,25,,,0.8531,212.4 127.1 256.9 166.3,44,39
ayam (5)_det026.jpg,ayam (5).jpg,26,,,0.8528,385.6 186.1 422.0 231.1,36,45
ayam (5)_det027.jpg,ayam (5).jpg,27,,,0.8509,316.0 292.4 376.3 349.7,60,57
ayam (5)_det028.jpg,ayam (5).jpg,28,,,0.8502,252.8 104.9 289.9 162.6,37,58
ayam (5)_det029.jpg,ayam (5).jpg,29,,,0.8452,0.0 195.1 41.0 287.5,41,92
ayam (5)_det030.jpg,ayam (5).jpg,30,,,0.8412,262.3 303.1 308.5 351.0,46,48
ayam (5)_det031.jpg,ayam (5).jpg,31,mati,,0.8409,149.3 341.9 201.3 403.1,52,61
ayam (5)_det032.jpg,ayam (5).jpg,32,,,0.8395,395.2 91.0 426.0 126.4,31,35
ayam (5)_det033.jpg,ayam (5).jpg,33,,,0.8384,192.7 284.6 245.6 345.6,53,61
ayam (5)_det034.jpg,ayam (5).jpg,34,,,0.8354,20.7 239.0 90.0 306.8,69,68
ayam (5)_det035.jpg,ayam (5).jpg,35,,,0.8262,100.4 281.6 167.6 361.9,67,80
ayam (5)_det036.jpg,ayam (5).jpg,36,,,0.8261,177.5 0.0 230.7 20.7,53,21
ayam (5)_det037.jpg,ayam (5).jpg,37,,,0.8231,0.0 53.1 22.9 114.5,23,61
ayam (5)_det038.jpg,ayam (5).jpg,38,,,0.8227,164.8 390.9 225.0 432.0,60,41
ayam (5)_det039.jpg,ayam (5).jpg,39,,,0.8215,323.0 134.4 358.7 185.8,36,51
ayam (5)_det040.jpg,ayam (5).jpg,40,,,0.818,306.1 30.1 344.2 64.4,38,34
ayam (5)_det041.jpg,ayam (5).jpg,41,,,0.8172,354.6 3.6 389.4 36.4,35,33
ayam (5)_det042.jpg,ayam (5).jpg,42,,,0.8143,248.0 69.3 296.2 110.2,48,41
ayam (5)_det043.jpg,ayam (5).jpg,43,,,0.812,297.2 160.7 339.4 205.4,42,45
ayam (5)_det044.jpg,ayam (5).jpg,44,,,0.8073,356.0 163.7 393.9 206.5,38,43
ayam (5)_det045.jpg,ayam (5).jpg,45,,,0.8057,10.2 349.8 95.1 417.1,85,67
ayam (5)_det046.jpg,ayam (5).jpg,46,,,0.8046,302.1 118.1 328.3 161.5,26,43
ayam (5)_det047.jpg,ayam (5).jpg,47,,,0.7973,128.3 142.0 183.6 222.7,55,81
ayam (5)_det048.jpg,ayam (5).jpg,48,,,0.7776,213.9 408.3 253.2 432.0,39,24
ayam (5)_det049.jpg,ayam (5).jpg,49,,,0.7675,332.8 0.0 362.2 26.3,29,26
ayam (5)_det050.jpg,ayam (5).jpg,50,,,0.7572,401.0 122.8 431.8 165.1,31,42
ayam (5)_det051.jpg,ayam (5).jpg,51,,,0.75,0.0 388.3 13.5 432.0,14,44
ayam (5)_det052.jpg,ayam (5).jpg,52,,,0.7299,414.0 186.3 432.0 231.6,18,45
ayam (5)_det053.jpg,ayam (5).jpg,53,,,0.7222,377.7 0.0 417.6 18.9,40,19
ayam (5)_det054.jpg,ayam (5).jpg,54,,,0.7191,255.1 29.1 295.9 71.7,41,43
ayam (5)_det055.jpg,ayam (5).jpg,55,,,0.6956,154.0 232.4 200.5 276.7,46,44
ayam (5)_det056.jpg,ayam (5).jpg,56,,,0.6913,412.8 2.3 432.0 31.8,19,30
ayam (5)_det057.jpg,ayam (5).jpg,57,,,0.6881,0.0 126.9 21.7 198.3,22,71
ayam (5)_det058.jpg,ayam (5).jpg,58,,,0.6861,422.8 335.6 432.0 384.6,9,49
ayam (5)_det059.jpg,ayam (5).jpg,59,,,0.6738,419.9 74.8 432.0 109.9,12,35
ayam (5)_det060.jpg,ayam (5).jpg,60,,,0.672,165.0 254.8 245.3 313.5,80,59
ayam (5)_det061.jpg,ayam (5).jpg,61,,,0.6624,219.6 258.0 288.4 291.1,69,33
ayam (5)_det062.jpg,ayam (5).jpg,62,,,0.6577,85.5 235.8 149.8 313.8,64,78
ayam (5)_det063.jpg,ayam (5).jpg,63,,,0.6296,63.6 155.7 123.5 211.6,60,56
ayam (5)_det064.jpg,ayam (5).jpg,64,,,0.6064,256.3 419.6 306.9 432.0,51,12
ayam (5)_det065.jpg,ayam (5).jpg,65,,,0.5749,85.3 177.0 148.6 243.8,63,67
ayam (5)_det066.jpg,ayam (5).jpg,66,,,0.5582,186.0 199.9 244.6 261.2,59,61
ayam (5)_det067.jpg,ayam (5).jpg,67,,,0.5325,39.4 418.7 108.4 432.0,69,13
ayam (5)_det068.jpg,ayam (5).jpg,68,,,0.4961,0.0 0.0 19.7 24.5,20,24
ayam (5)_det069.jpg,ayam (5).jpg,69,,,0.4572,245.9 211.9 312.6 274.8,67,63
ayam (5)_det070.jpg,ayam (5).jpg,70,,,0.4549,422.5 255.4 432.0 295.2,10,40
ayam (5)_det071.jpg,ayam (5).jpg,71,,,0.451,368.8 243.4 412.0 282.6,43,39
ayam (5)_det072.jpg,ayam (5).jpg,72,,,0.438,424.4 137.6 432.0 183.2,8,46
ayam (5)_det073.jpg,ayam (5).jpg,73,,,0.3573,287.0 85.2 313.9 120.4,27,35
ayam (5)_det074.jpg,ayam (5).jpg,74,,,0.3471,367.4 259.3 418.2 326.3,51,67
ayam (5)_det075.jpg,ayam (5).jpg,75,,,0.3079,298.6 0.0 336.1 31.6,38,32
ayam (6)_det000.jpg,ayam (6).jpg,0,,,0.8689,269.7 0.0 318.5 65.3,49,65
ayam (6)_det001.jpg,ayam (6).jpg,1,,,0.8686,211.0 11.0 275.4 64.2,64,53
ayam (6)_det002.jpg,ayam (6).jpg,2,,,0.8591,20.6 120.9 101.7 175.8,81,55
ayam (6)_det003.jpg,ayam (6).jpg,3,,,0.8554,158.7 5.3 213.6 87.4,55,82
ayam (6)_det004.jpg,ayam (6).jpg,4,,,0.8544,269.6 188.7 334.8 273.2,65,84
ayam (6)_det005.jpg,ayam (6).jpg,5,,,0.8541,142.5 120.4 226.0 176.3,84,56
ayam (6)_det006.jpg,ayam (6).jpg,6,,,0.8538,224.4 62.9 292.5 141.8,68,79
ayam (6)_det007.jpg,ayam (6).jpg,7,,,0.8515,0.0 0.1 72.7 28.5,73,28
ayam (6)_det008.jpg,ayam (6).jpg,8,,,0.8482,10.5 26.1 82.7 75.8,72,50
ayam (6)_det009.jpg,ayam (6).jpg,9,mati,,0.8469,11.1 70.7 71.1 123.6,60,53
ayam (6)_det010.jpg,ayam (6).jpg,10,,,0.8463,15.1 177.4 84.8 264.0,70,87
ayam (6)_det011.jpg,ayam (6).jpg,11,,,0.8428,160.6 174.8 246.1 234.7,86,60
ayam (6)_det012.jpg,ayam (6).jpg,12,,,0.841,235.7 131.5 309.4 202.1,74,71
ayam (6)_det013.jpg,ayam (6).jpg,13,,,0.8391,296.5 388.3 368.4 432.0,72,44
ayam (6)_det014.jpg,ayam (6).jpg,14,,,0.8374,77.0 18.7 159.8 73.3,83,55
ayam (6)_det015.jpg,ayam (6).jpg,15,,,0.8364,99.7 72.5 166.0 142.4,66,70
ayam (6)_det016.jpg,ayam (6).jpg,16,,,0.8363,84.4 167.5 164.7 247.1,80,80
ayam (6)_det017.jpg,ayam (6).jpg,17,,,0.8325,223.6 298.8 309.4 356.6,86,58
ayam (6)_det018.jpg,ayam (6).jpg,18,,,0.822,43.4 258.1 136.6 329.3,93,71
ayam (6)_det019.jpg,ayam (6).jpg,19,,,0.8149,404.7 57.8 432.0 119.3,27,62
ayam (6)_det020.jpg,ayam (6).jpg,20,,,0.7946,316.7 145.3 382.6 233.9,66,89
ayam (6)_det021.jpg,ayam (6).jpg,21,,,0.7884,148.9 231.7 243.9 300.5,95,69
ayam (6)_det022.jpg,ayam (6).jpg,22,,,0.7738,0.0 105.3 27.5 175.5,28,70
ayam (6)_det023.jpg,ayam (6).jpg,23,,,0.7366,85.4 370.3 171.8 432.0,86,62
ayam (6)_det024.jpg,ayam (6).jpg,24,,,0.7335,58.2 48.4 118.2 108.2,60,60
ayam (6)_det025.jpg,ayam (6).jpg,25,,,0.6546,391.5 0.0 432.0 54.1,40,54
ayam (6)_det026.jpg,ayam (6).jpg,26,,,0.6443,138.1 412.9 216.3 431.9,78,19
ayam (6)_det027.jpg,ayam (6).jpg,27,,,0.6046,20.7 331.9 106.7 411.1,86,79
ayam (6)_det028.jpg,ayam (6).jpg,28,,,0.5683,86.2 0.0 153.3 18.9,67,19
ayam (6)_det029.jpg,ayam (6).jpg,29,,,0.5497,332.3 226.4 362.5 288.8,30,62
ayam (6)_det030.jpg,ayam (6).jpg,30,,,0.5347,163.8 0.0 227.7 18.4,64,18
ayam (6)_det031.jpg,ayam (6).jpg,31,,,0.5107,312.5 6.6 361.4 64.5,49,58
ayam (6)_det032.jpg,ayam (6).jpg,32,,,0.4755,0.0 320.5 44.2 392.1,44,72
ayam (6)_det033.jpg,ayam (6).jpg,33,,,0.434,379.5 142.8 432.0 192.0,52,49
